;time;vin;i(v1);l0;
;6,58057478e-01;-4,18862657e+00;4,09943896e-04;1,02175606e+04;
;6,60057478e-01;-4,22260692e+00;4,13269577e-04;1,02175606e+04;
;6,62057478e-01;-4,25592046e+00;4,16529998e-04;1,02175606e+04;
;6,64057478e-01;-4,28856195e+00;4,19724644e-04;1,02175606e+04;
;6,66057478e-01;-4,32052622e+00;4,22853011e-04;1,02175606e+04;
;6,68057478e-01;-4,35180823e+00;4,25914605e-04;1,02175606e+04;
;6,70057478e-01;-4,38240304e+00;4,28908941e-04;1,02175606e+04;
;6,72057478e-01;-4,41230581e+00;4,31835548e-04;1,02175605e+04;
;6,74057478e-01;-4,44151184e+00;4,34693964e-04;1,02175605e+04;
;6,76057478e-01;-4,47001649e+00;4,37483735e-04;1,02175605e+04;
;6,78057478e-01;-4,49781528e+00;4,40204424e-04;1,02175605e+04;
;6,80057478e-01;-4,52490381e+00;4,42855599e-04;1,02175605e+04;
;6,82057478e-01;-4,55127781e+00;4,45436842e-04;1,02175604e+04;
;6,84057478e-01;-4,57693311e+00;4,47947745e-04;1,02175604e+04;
;6,84307478e-01;-4,58008928e+00;4,48256643e-04;1,02175604e+04;
;6,84807478e-01;-4,58636773e+00;4,48871118e-04;1,02175604e+04;
;6,85807478e-01;-4,59878875e+00;4,50086773e-04;1,02175604e+04;
;6,85838728e-01;-4,59917398e+00;4,50124477e-04;1,02175604e+04;
;6,85901228e-01;-4,59994392e+00;4,50199831e-04;1,02175604e+04;
;6,85903182e-01;-4,59996797e+00;4,50202185e-04;1,02175604e+04;
;6,85907088e-01;-4,60001606e+00;4,64031514e-04;9,90380706e+03;
;6,85913614e-01;-4,60009641e+00;7,37928929e-04;6,23379333e+03;
;6,85914485e-01;-4,60010714e+00;8,67883819e-04;5,30037208e+03;
;6,85916228e-01;-4,60012859e+00;1,41689202e-03;3,24663314e+03;
;6,85916663e-01;-4,60013395e+00;1,72735239e-03;2,66311263e+03;
;6,85917534e-01;-4,60014468e+00;3,17393924e-03;1,44934869e+03;
;6,85918417e-01;-4,60015554e+00;5,67349923e-03;8,10814519e+02;
;6,85919262e-01;-4,60016594e+00;5,67351206e-03;8,10814519e+02;
;6,85919836e-01;-4,60017301e+00;5,67352076e-03;8,10814519e+02;
;6,85920644e-01;-4,60018295e+00;5,67353303e-03;8,10814519e+02;
;6,85922260e-01;-4,60020284e+00;5,67355756e-03;8,10814519e+02;
;6,85925491e-01;-4,60024262e+00;5,67360662e-03;8,10814519e+02;
;6,85931954e-01;-4,60032217e+00;5,67370473e-03;8,10814519e+02;
;6,85944881e-01;-4,60048125e+00;5,67390093e-03;8,10814519e+02;
;6,85970734e-01;-4,60079932e+00;5,67429322e-03;8,10814519e+02;
;6,86022440e-01;-4,60143510e+00;5,67507733e-03;8,10814519e+02;
;6,86125852e-01;-4,60270519e+00;5,67664378e-03;8,10814519e+02;
;6,86332675e-01;-4,60523955e+00;5,67976947e-03;8,10814519e+02;
;6,86746323e-01;-4,61028492e+00;5,68599207e-03;8,10814519e+02;
;6,87573617e-01;-4,62028222e+00;5,69832201e-03;8,10814519e+02;
;6,89228206e-01;-4,63990203e+00;5,72251967e-03;8,10814519e+02;
;6,91228206e-01;-4,66294804e+00;5,75094295e-03;8,10814519e+02;
;6,93228206e-01;-4,68525771e+00;5,77845809e-03;8,10814519e+02;
;6,95228206e-01;-4,70682753e+00;5,80506074e-03;8,10814519e+02;
;6,97228206e-01;-4,72765408e+00;5,83074670e-03;8,10814519e+02;
;6,99228206e-01;-4,74773408e+00;5,85551193e-03;8,10814519e+02;
;7,01228206e-01;-4,76706436e+00;5,87935250e-03;8,10814519e+02;
;7,03228206e-01;-4,78564187e+00;5,90226465e-03;8,10814519e+02;
;7,05228206e-01;-4,80346367e+00;5,92424477e-03;8,10814519e+02;
;7,07228206e-01;-4,82052694e+00;5,94528938e-03;8,10814519e+02;
;7,09228206e-01;-4,83682900e+00;5,96539516e-03;8,10814519e+02;
;7,11228206e-01;-4,85236727e+00;5,98455893e-03;8,10814519e+02;
;7,13228206e-01;-4,86713929e+00;6,00277767e-03;8,10814519e+02;
;7,15228206e-01;-4,88114273e+00;6,02004851e-03;8,10814519e+02;
;7,17228206e-01;-4,89437539e+00;6,03636871e-03;8,10814519e+02;
;7,19228206e-01;-4,90683516e+00;6,05173569e-03;8,10814519e+02;
;7,21228206e-01;-4,91852009e+00;6,06614704e-03;8,10814519e+02;
;7,23228206e-01;-4,92942833e+00;6,07960047e-03;8,10814519e+02;
;7,25228206e-01;-4,93955815e+00;6,09209387e-03;8,10814519e+02;
;7,27228206e-01;-4,94890797e+00;6,10362525e-03;8,10814519e+02;
;7,29228206e-01;-4,95747629e+00;6,11419279e-03;8,10814519e+02;
;7,31228206e-01;-4,96526176e+00;6,12379484e-03;8,10814519e+02;
;7,33228206e-01;-4,97226317e+00;6,13242987e-03;8,10814519e+02;
;7,35228206e-01;-4,97847940e+00;6,14009651e-03;8,10814519e+02;
;7,37228206e-01;-4,98390947e+00;6,14679357e-03;8,10814519e+02;
;7,39228206e-01;-4,98855252e+00;6,15251997e-03;8,10814519e+02;
;7,41228206e-01;-4,99240782e+00;6,15727482e-03;8,10814519e+02;
;7,43228206e-01;-4,99547476e+00;6,16105736e-03;8,10814519e+02;
;7,45228206e-01;-4,99775286e+00;6,16386701e-03;8,10814519e+02;
;7,47228206e-01;-4,99924175e+00;6,16570330e-03;8,10814519e+02;
;7,49228206e-01;-4,99994121e+00;6,16656596e-03;8,10814519e+02;
;7,51228206e-01;-4,99985112e+00;6,16645485e-03;8,10814519e+02;
;7,53228206e-01;-4,99897149e+00;6,16536998e-03;8,10814519e+02;
;7,55228206e-01;-4,99730247e+00;6,16331153e-03;8,10814519e+02;
;7,57228206e-01;-4,99484432e+00;6,16027982e-03;8,10814519e+02;
;7,59228206e-01;-4,99159742e+00;6,15627533e-03;8,10814519e+02;
;7,61228206e-01;-4,98756229e+00;6,15129870e-03;8,10814519e+02;
;7,63228206e-01;-4,98273957e+00;6,14535070e-03;8,10814519e+02;
;7,65228206e-01;-4,97713001e+00;6,13843228e-03;8,10814519e+02;
;7,67228206e-01;-4,97073451e+00;6,13054453e-03;8,10814519e+02;
;7,69228206e-01;-4,96355407e+00;6,12168870e-03;8,10814519e+02;
;7,71228206e-01;-4,95558983e+00;6,11186618e-03;8,10814519e+02;
;7,73228206e-01;-4,94684305e+00;6,10107853e-03;8,10814519e+02;
;7,75228206e-01;-4,93731510e+00;6,08932744e-03;8,10814519e+02;
;7,77228206e-01;-4,92700749e+00;6,07661478e-03;8,10814519e+02;
;7,79228206e-01;-4,91592185e+00;6,06294256e-03;8,10814519e+02;
;7,81228206e-01;-4,90405993e+00;6,04831292e-03;8,10814519e+02;
;7,83228206e-01;-4,89142360e+00;6,03272818e-03;8,10814519e+02;
;7,85228206e-01;-4,87801486e+00;6,01619081e-03;8,10814519e+02;
;7,87228206e-01;-4,86383582e+00;5,99870341e-03;8,10814519e+02;
;7,89228206e-01;-4,84888873e+00;5,98026875e-03;8,10814519e+02;
;7,91228206e-01;-4,83317594e+00;5,96088973e-03;8,10814519e+02;
;7,93228206e-01;-4,81669993e+00;5,94056942e-03;8,10814519e+02;
;7,95228206e-01;-4,79946332e+00;5,91931102e-03;8,10814519e+02;
;7,97228206e-01;-4,78146881e+00;5,89711790e-03;8,10814519e+02;
;7,99228206e-01;-4,76271925e+00;5,87399355e-03;8,10814519e+02;
;8,01228206e-01;-4,74321761e+00;5,84994163e-03;8,10814519e+02;
;8,03228206e-01;-4,72296696e+00;5,82496594e-03;8,10814519e+02;
;8,05228206e-01;-4,70197049e+00;5,79907042e-03;8,10814519e+02;
;8,07228206e-01;-4,68023153e+00;5,77225916e-03;8,10814519e+02;
;8,09228206e-01;-4,65775351e+00;5,74453639e-03;8,10814519e+02;
;8,11228206e-01;-4,63453997e+00;5,71590649e-03;8,10814519e+02;
;8,13228206e-01;-4,61059458e+00;5,68637398e-03;8,10814519e+02;
;8,15228206e-01;-4,58592113e+00;5,65594353e-03;8,10814519e+02;
;8,17228206e-01;-4,56052351e+00;5,62461995e-03;8,10814519e+02;
;8,19228206e-01;-4,53440573e+00;5,59240816e-03;8,10814519e+02;
;8,21228206e-01;-4,50757192e+00;5,55931328e-03;8,10814519e+02;
;8,23228206e-01;-4,48002630e+00;5,52534051e-03;8,10814519e+02;
;8,25228206e-01;-4,45177324e+00;5,49049522e-03;8,10814519e+02;
;8,27228206e-01;-4,42281719e+00;5,45478293e-03;8,10814519e+02;
;8,29228206e-01;-4,39316273e+00;5,41820926e-03;8,10814519e+02;
;8,31228206e-01;-4,36281454e+00;5,38077999e-03;8,10814519e+02;
;8,33228206e-01;-4,33177740e+00;5,34250103e-03;8,10814519e+02;
;8,35228206e-01;-4,30005623e+00;5,30337844e-03;8,10814519e+02;
;8,37228206e-01;-4,26765603e+00;5,26341837e-03;8,10814519e+02;
;8,39228206e-01;-4,23458192e+00;5,22262716e-03;8,10814519e+02;
;8,41228206e-01;-4,20083912e+00;5,18101122e-03;8,10814519e+02;
;8,43228206e-01;-4,16643296e+00;5,13857715e-03;8,10814519e+02;
;8,45228206e-01;-4,13136887e+00;5,09533164e-03;8,10814519e+02;
;8,47228206e-01;-4,09565239e+00;5,05128151e-03;8,10814519e+02;
;8,49228206e-01;-4,05928915e+00;5,00643373e-03;8,10814519e+02;
;8,51228206e-01;-4,02228491e+00;4,96079537e-03;8,10814519e+02;
;8,53228206e-01;-3,98464551e+00;4,91437365e-03;8,10814519e+02;
;8,55228206e-01;-3,94637688e+00;4,86717589e-03;8,10814519e+02;
;8,57228206e-01;-3,90748507e+00;4,81920955e-03;8,10814519e+02;
;8,59228206e-01;-3,86797623e+00;4,77048220e-03;8,10814519e+02;
;8,61228206e-01;-3,82785658e+00;4,72100153e-03;8,10814519e+02;
;8,63228206e-01;-3,78713248e+00;4,67077536e-03;8,10814519e+02;
;8,65228206e-01;-3,74581034e+00;4,61981163e-03;8,10814519e+02;
;8,67228206e-01;-3,70389670e+00;4,56811837e-03;8,10814519e+02;
;8,69228206e-01;-3,66139816e+00;4,51570375e-03;8,10814519e+02;
;8,71228206e-01;-3,61832145e+00;4,46257605e-03;8,10814519e+02;
;8,73228206e-01;-3,57467337e+00;4,40874366e-03;8,10814519e+02;
;8,75228206e-01;-3,53046080e+00;4,35421508e-03;8,10814519e+02;
;8,77228206e-01;-3,48569073e+00;4,29899891e-03;8,10814519e+02;
;8,79228206e-01;-3,44037023e+00;4,24310389e-03;8,10814519e+02;
;8,81228206e-01;-3,39450646e+00;4,18653882e-03;8,10814519e+02;
;8,83228206e-01;-3,34810666e+00;4,12931266e-03;8,10814519e+02;
;8,85228206e-01;-3,30117815e+00;4,07143443e-03;8,10814519e+02;
;8,87228206e-01;-3,25372834e+00;4,01291327e-03;8,10814519e+02;
;8,89228206e-01;-3,20576474e+00;3,95375843e-03;8,10814519e+02;
;8,91228206e-01;-3,15729490e+00;3,89397924e-03;8,10814519e+02;
;8,93228206e-01;-3,10832650e+00;3,83358515e-03;8,10814519e+02;
;8,95228206e-01;-3,05886725e+00;3,77258569e-03;8,10814519e+02;
;8,97228206e-01;-3,00892497e+00;3,71099049e-03;8,10814519e+02;
;8,99228206e-01;-2,95850755e+00;3,64880929e-03;8,10814519e+02;
;9,01228206e-01;-2,90762294e+00;3,58605190e-03;8,10814519e+02;
;9,03228206e-01;-2,85627919e+00;3,52272823e-03;8,10814519e+02;
;9,05228206e-01;-2,80448440e+00;3,45884828e-03;8,10814519e+02;
;9,07228206e-01;-2,75224675e+00;3,39442213e-03;8,10814519e+02;
;9,09228206e-01;-2,69957448e+00;3,32945997e-03;8,10814519e+02;
;9,11228206e-01;-2,64647592e+00;3,26397205e-03;8,10814519e+02;
;9,13228206e-01;-2,59295946e+00;3,19796871e-03;8,10814519e+02;
;9,15228206e-01;-2,53903353e+00;3,13146037e-03;8,10814519e+02;
;9,17228206e-01;-2,48470666e+00;3,06445754e-03;8,10814519e+02;
;9,19228206e-01;-2,42998743e+00;2,99697079e-03;8,10814519e+02;
;9,21228206e-01;-2,37488448e+00;2,92901079e-03;8,10814519e+02;
;9,23228206e-01;-2,31940650e+00;2,86058827e-03;8,10814519e+02;
;9,25228206e-01;-2,26356226e+00;2,79171402e-03;8,10814519e+02;
;9,27228206e-01;-2,20736058e+00;2,72239893e-03;8,10814519e+02;
;9,29228206e-01;-2,15081033e+00;2,65265394e-03;8,10814519e+02;
;9,31228206e-01;-2,09392044e+00;2,58249007e-03;8,10814519e+02;
;9,33228206e-01;-2,03669990e+00;2,51191839e-03;8,10814519e+02;
;9,35228206e-01;-1,97915774e+00;2,44095005e-03;8,10814519e+02;
;9,37228206e-01;-1,92130305e+00;2,36959626e-03;8,10814519e+02;
;9,39228206e-01;-1,86314496e+00;2,29786828e-03;8,10814519e+02;
;9,41228206e-01;-1,80469266e+00;2,22577744e-03;8,10814519e+02;
;9,43228206e-01;-1,74595538e+00;2,15333512e-03;8,10814519e+02;
;9,45228206e-01;-1,68694239e+00;2,08055277e-03;8,10814519e+02;
;9,47228206e-01;-1,62766301e+00;2,00744187e-03;8,10814519e+02;
;9,49228206e-01;-1,56812661e+00;1,93401398e-03;8,10814519e+02;
;9,51228206e-01;-1,50834258e+00;1,86028068e-03;8,10814519e+02;
;9,53228206e-01;-1,44832037e+00;1,78625362e-03;8,10814519e+02;
;9,55228206e-01;-1,38806945e+00;1,71194449e-03;8,10814519e+02;
;9,57228206e-01;-1,32759934e+00;1,63736503e-03;8,10814519e+02;
;9,59228206e-01;-1,26691958e+00;1,56252700e-03;8,10814519e+02;
;9,61228206e-01;-1,20603976e+00;1,48744224e-03;8,10814519e+02;
;9,63228206e-01;-1,14496950e+00;1,41212259e-03;8,10814519e+02;
;9,65228206e-01;-1,08371843e+00;1,33657995e-03;8,10814519e+02;
;9,67228206e-01;-1,02229623e+00;1,26082625e-03;8,10814519e+02;
;9,69228206e-01;-9,60712599e-01;1,18487345e-03;8,10814519e+02;
;9,71228206e-01;-8,98977259e-01;1,10873355e-03;8,10814519e+02;
;9,73228206e-01;-8,37099959e-01;1,03241856e-03;8,10814519e+02;
;9,75228206e-01;-7,75090473e-01;9,55940545e-04;8,10814519e+02;
;9,77228206e-01;-7,12958590e-01;8,79311573e-04;8,10814519e+02;
;9,79228206e-01;-6,50714123e-01;8,02543747e-04;8,10814520e+02;
;9,81228206e-01;-5,88366900e-01;7,25649190e-04;8,10814521e+02;
;9,83228206e-01;-5,25926768e-01;6,48640046e-04;8,10814521e+02;
;9,85228206e-01;-4,63403586e-01;5,71528474e-04;8,10814521e+02;
;9,87228206e-01;-4,00807227e-01;4,94326650e-04;8,10814522e+02;
;9,89228206e-01;-3,38147576e-01;4,17046765e-04;8,10814527e+02;
;9,91228206e-01;-2,75434527e-01;3,39701024e-04;8,10814531e+02;
;9,93228206e-01;-2,12677984e-01;2,62301643e-04;8,10814533e+02;
;9,95228206e-01;-1,49887857e-01;1,84860841e-04;8,10814535e+02;
;9,97228206e-01;-8,70740606e-02;1,07390847e-04;8,10814539e+02;
;9,99228206e-01;-2,42465143e-02;2,99038958e-05;8,10814547e+02;
;1,00122821e+00;3,85848608e-02;-4,75877760e-05;8,10814554e+02;
;1,00322821e+00;1,01410143e-01;-1,25071932e-04;8,10814559e+02;
;1,00522821e+00;1,64219411e-01;-2,02536337e-04;8,10814564e+02;
;1,00722821e+00;2,27002747e-01;-2,79968759e-04;8,10814566e+02;
;1,00922821e+00;2,89750237e-01;-3,57356971e-04;8,10814566e+02;
;1,01122821e+00;3,52451972e-01;-4,34688752e-04;8,10814566e+02;
;1,01322821e+00;4,15098050e-01;-5,11951891e-04;8,10814566e+02;
;1,01522821e+00;4,77678580e-01;-5,89134184e-04;8,10814571e+02;
;1,01722821e+00;5,40183679e-01;-6,66223445e-04;8,10814575e+02;
;1,01922821e+00;6,02603476e-01;-7,43207504e-04;8,10814575e+02;
;1,02122821e+00;6,64928116e-01;-8,20074202e-04;8,10814576e+02;
;1,02322821e+00;7,27147755e-01;-8,96811397e-04;8,10814580e+02;
;1,02522821e+00;7,89252570e-01;-9,73406970e-04;8,10814587e+02;
;1,02722821e+00;8,51232752e-01;-1,04984883e-03;8,10814594e+02;
;1,02922821e+00;9,13078515e-01;-1,12612491e-03;8,10814601e+02;
;1,03122821e+00;9,74780092e-01;-1,20222315e-03;8,10814606e+02;
;1,03322821e+00;1,03632774e+00;-1,27813156e-03;8,10814610e+02;
;1,03522821e+00;1,09771174e+00;-1,35383813e-03;8,10814612e+02;
;1,03722821e+00;1,15892240e+00;-1,42933093e-03;8,10814612e+02;
;1,03922821e+00;1,21995005e+00;-1,50459801e-03;8,10814612e+02;
;1,04122821e+00;1,28078506e+00;-1,57962749e-03;8,10814616e+02;
;1,04322821e+00;1,34141781e+00;-1,65440753e-03;8,10814620e+02;
;1,04522821e+00;1,40183874e+00;-1,72892632e-03;8,10814624e+02;
;1,04722821e+00;1,46203831e+00;-1,80317208e-03;8,10814634e+02;
;1,04922821e+00;1,52200700e+00;-1,87713310e-03;8,10814640e+02;
;1,05122821e+00;1,58173535e+00;-1,95079771e-03;8,10814642e+02;
;1,05322821e+00;1,64121392e+00;-2,02415427e-03;8,10814644e+02;
;1,05522821e+00;1,70043333e+00;-2,09719119e-03;8,10814644e+02;
;1,05722821e+00;1,75938422e+00;-2,16989693e-03;8,10814650e+02;
;1,05922821e+00;1,81805728e+00;-2,24226002e-03;8,10814656e+02;
;1,06122821e+00;1,87644325e+00;-2,31426903e-03;8,10814660e+02;
;1,06322821e+00;1,93453291e+00;-2,38591258e-03;8,10814668e+02;
;1,06522821e+00;1,99231708e+00;-2,45717936e-03;8,10814676e+02;
;1,06722821e+00;2,04978665e+00;-2,52805811e-03;8,10814688e+02;
;1,06922821e+00;2,10693252e+00;-2,59853765e-03;8,10814700e+02;
;1,07122821e+00;2,16374569e+00;-2,66860688e-03;8,10814704e+02;
;1,07322821e+00;2,22021718e+00;-2,73825471e-03;8,10814704e+02;
;1,07522821e+00;2,27633807e+00;-2,80747013e-03;8,10814708e+02;
;1,07722821e+00;2,33209950e+00;-2,87624217e-03;8,10814724e+02;
;1,07922821e+00;2,38749267e+00;-2,94456004e-03;8,10814736e+02;
;1,08122821e+00;2,44250882e+00;-3,01241295e-03;8,10814740e+02;
;1,08322821e+00;2,49713927e+00;-3,07979016e-03;8,10814744e+02;
;1,08522821e+00;2,55137539e+00;-3,14668106e-03;8,10814744e+02;
;1,08722821e+00;2,60520863e+00;-3,21307501e-03;8,10814756e+02;
;1,08922821e+00;2,65863046e+00;-3,27896158e-03;8,10814767e+02;
;1,09122821e+00;2,71163248e+00;-3,34433039e-03;8,10814771e+02;
;1,09322821e+00;2,76420629e+00;-3,40917107e-03;8,10814779e+02;
;1,09522821e+00;2,81634360e+00;-3,47347341e-03;8,10814787e+02;
;1,09722821e+00;2,86803618e+00;-3,53722723e-03;8,10814799e+02;
;1,09922821e+00;2,91927586e+00;-3,60042249e-03;8,10814807e+02;
;1,10122821e+00;2,97005456e+00;-3,66304922e-03;8,10814811e+02;
;1,10322821e+00;3,02036425e+00;-3,72509749e-03;8,10814819e+02;
;1,10522821e+00;3,07019699e+00;-3,78655753e-03;8,10814827e+02;
;1,10722821e+00;3,11954491e+00;-3,84741964e-03;8,10814831e+02;
;1,10922821e+00;3,16840021e+00;-3,90767421e-03;8,10814835e+02;
;1,11122821e+00;3,21675519e+00;-3,96731168e-03;8,10814843e+02;
;1,11322821e+00;3,26460221e+00;-4,02632267e-03;8,10814851e+02;
;1,11522821e+00;3,31193371e+00;-4,08469787e-03;8,10814855e+02;
;1,11722821e+00;3,35874222e+00;-4,14242803e-03;8,10814863e+02;
;1,11922821e+00;3,40502034e+00;-4,19950404e-03;8,10814875e+02;
;1,12122821e+00;3,45076077e+00;-4,25591687e-03;8,10814891e+02;
;1,12322821e+00;3,49595628e+00;-4,31165762e-03;8,10814911e+02;
;1,12522821e+00;3,54059974e+00;-4,36671750e-03;8,10814930e+02;
;1,12722821e+00;3,58468410e+00;-4,42108783e-03;8,10814950e+02;
;1,12922821e+00;3,62820240e+00;-4,47476003e-03;8,10814966e+02;
;1,13122821e+00;3,67114776e+00;-4,52772566e-03;8,10814974e+02;
;1,13322821e+00;3,71351341e+00;-4,57997631e-03;8,10814982e+02;
;1,13522821e+00;3,75529265e+00;-4,63150373e-03;8,10814990e+02;
;1,13722821e+00;3,79647888e+00;-4,68229978e-03;8,10814997e+02;
;1,13922821e+00;3,83706561e+00;-4,73235639e-03;8,10815013e+02;
;1,14122821e+00;3,87704641e+00;-4,78166571e-03;8,10815029e+02;
;1,14322821e+00;3,91641499e+00;-4,83021994e-03;8,10815045e+02;
;1,14522821e+00;3,95516512e+00;-4,87801142e-03;8,10815061e+02;
;1,14722821e+00;3,99329069e+00;-4,92503256e-03;8,10815084e+02;
;1,14922821e+00;4,03078567e+00;-4,97127603e-03;8,10815100e+02;
;1,15122821e+00;4,06764414e+00;-5,01673452e-03;8,10815108e+02;
;1,15322821e+00;4,10386028e+00;-5,06140076e-03;8,10815123e+02;
;1,15522821e+00;4,13942837e+00;-5,10526774e-03;8,10815139e+02;
;1,15722821e+00;4,17434280e+00;-5,14832855e-03;8,10815155e+02;
;1,15922821e+00;4,20859806e+00;-5,19057636e-03;8,10815171e+02;
;1,16122821e+00;4,24218873e+00;-5,23200453e-03;8,10815187e+02;
;1,16322821e+00;4,27510950e+00;-5,27260650e-03;8,10815202e+02;
;1,16522821e+00;4,30735519e+00;-5,31237586e-03;8,10815218e+02;
;1,16722821e+00;4,33892069e+00;-5,35130634e-03;8,10815234e+02;
;1,16922821e+00;4,36980104e+00;-5,38939178e-03;8,10815250e+02;
;1,17122821e+00;4,39999133e+00;-5,42662617e-03;8,10815265e+02;
;1,17322821e+00;4,42948682e+00;-5,46300363e-03;8,10815281e+02;
;1,17522821e+00;4,45828284e+00;-5,49851842e-03;8,10815297e+02;
;1,17722821e+00;4,48637485e+00;-5,53316493e-03;8,10815312e+02;
;1,17922821e+00;4,51375840e+00;-5,56693769e-03;8,10815328e+02;
;1,18122821e+00;4,54042919e+00;-5,59983136e-03;8,10815344e+02;
;1,18322821e+00;4,56638298e+00;-5,63184075e-03;8,10815360e+02;
;1,18522821e+00;4,59161569e+00;-5,66296081e-03;8,10815375e+02;
;1,18547821e+00;4,59471888e+00;-5,66678804e-03;8,10815377e+02;
;1,18554071e+00;4,59549290e+00;-5,66774266e-03;8,10815378e+02;
;1,18566571e+00;4,59703883e+00;-5,66964928e-03;8,10815379e+02;
;1,18569696e+00;4,59742487e+00;-5,67012539e-03;8,10815379e+02;
;1,18575946e+00;4,59819641e+00;-5,67107696e-03;8,10815380e+02;
;1,18588446e+00;4,59973737e+00;-5,67297746e-03;8,10815381e+02;
;1,18588836e+00;4,59978548e+00;-5,67303679e-03;8,10815381e+02;
;1,18589618e+00;4,59988169e+00;-5,67315545e-03;8,10815381e+02;
;1,18590655e+00;4,60000946e+00;-3,53418296e-03;1,30157649e+03;
;1,18591601e+00;4,60012595e+00;-5,96803732e-04;7,70793771e+03;
;1,18592603e+00;4,60024928e+00;-3,28180951e-04;1,40174173e+04;
;1,18593617e+00;4,60037400e+00;-3,28189849e-04;1,40174173e+04;
;1,18594709e+00;4,60050846e+00;-3,28199441e-04;1,40174173e+04;
;1,18595744e+00;4,60063584e+00;-3,28208528e-04;1,40174173e+04;
;1,18597815e+00;4,60089053e+00;-3,28226698e-04;1,40174173e+04;
;1,18601956e+00;4,60139968e+00;-3,28263021e-04;1,40174173e+04;
;1,18610238e+00;4,60241705e+00;-3,28335599e-04;1,40174173e+04;
;1,18626801e+00;4,60444804e+00;-3,28480490e-04;1,40174173e+04;
;1,18659929e+00;4,60849506e+00;-3,28769204e-04;1,40174173e+04;
;1,18726184e+00;4,61652920e+00;-3,29342358e-04;1,40174173e+04;
;1,18858693e+00;4,63235731e+00;-3,30471532e-04;1,40174173e+04;
;1,19058693e+00;4,65563865e+00;-3,32132419e-04;1,40174173e+04;
;1,19258693e+00;4,67818481e+00;-3,33740858e-04;1,40174173e+04;
;1,19458693e+00;4,69999223e+00;-3,35296595e-04;1,40174173e+04;
;1,19658693e+00;4,72105746e+00;-3,36799385e-04;1,40174173e+04;
;1,19858693e+00;4,74137719e+00;-3,38248991e-04;1,40174173e+04;
;1,20058693e+00;4,76094820e+00;-3,39645183e-04;1,40174173e+04;
;1,20258693e+00;4,77976740e+00;-3,40987741e-04;1,40174173e+04;
;1,20458693e+00;4,79783181e+00;-3,42276453e-04;1,40174173e+04;
;1,20658693e+00;4,81513860e+00;-3,43511116e-04;1,40174173e+04;
;1,20858693e+00;4,83168502e+00;-3,44691535e-04;1,40174173e+04;
;1,21058693e+00;4,84746846e+00;-3,45817523e-04;1,40174173e+04;
;1,21258693e+00;4,86248642e+00;-3,46888902e-04;1,40174173e+04;
;1,21458693e+00;4,87673655e+00;-3,47905503e-04;1,40174173e+04;
;1,21658693e+00;4,89021658e+00;-3,48867166e-04;1,40174173e+04;
;1,21858693e+00;4,90292439e+00;-3,49773739e-04;1,40174173e+04;
;1,22058693e+00;4,91485797e+00;-3,50625078e-04;1,40174173e+04;
;1,22258693e+00;4,92601544e+00;-3,51421050e-04;1,40174173e+04;
;1,22458693e+00;4,93639503e+00;-3,52161528e-04;1,40174173e+04;
;1,22658693e+00;4,94599511e+00;-3,52846396e-04;1,40174173e+04;
;1,22858693e+00;4,95481416e+00;-3,53475546e-04;1,40174173e+04;
;1,23058693e+00;4,96285079e+00;-3,54048877e-04;1,40174173e+04;
;1,23258693e+00;4,97010372e+00;-3,54566300e-04;1,40174173e+04;
;1,23458693e+00;4,97657182e+00;-3,55027733e-04;1,40174173e+04;
;1,23658693e+00;4,98225406e+00;-3,55433103e-04;1,40174173e+04;
;1,23858693e+00;4,98714955e+00;-3,55782346e-04;1,40174173e+04;
;1,24058693e+00;4,99125750e+00;-3,56075407e-04;1,40174173e+04;
;1,24258693e+00;4,99457728e+00;-3,56312239e-04;1,40174173e+04;
;1,24458693e+00;4,99710836e+00;-3,56492806e-04;1,40174173e+04;
;1,24658693e+00;4,99885033e+00;-3,56617078e-04;1,40174173e+04;
;1,24858693e+00;4,99980293e+00;-3,56685036e-04;1,40174173e+04;
;1,25058693e+00;4,99996600e+00;-3,56696670e-04;1,40174173e+04;
;1,25258693e+00;4,99933952e+00;-3,56651977e-04;1,40174173e+04;
;1,25458693e+00;4,99792358e+00;-3,56550964e-04;1,40174173e+04;
;1,25658693e+00;4,99571842e+00;-3,56393648e-04;1,40174173e+04;
;1,25858693e+00;4,99272437e+00;-3,56180053e-04;1,40174173e+04;
;1,26058693e+00;4,98894192e+00;-3,55910214e-04;1,40174173e+04;
;1,26258693e+00;4,98437165e+00;-3,55584172e-04;1,40174173e+04;
;1,26458693e+00;4,97901429e+00;-3,55201979e-04;1,40174173e+04;
;1,26658693e+00;4,97287069e+00;-3,54763695e-04;1,40174173e+04;
;1,26858693e+00;4,96594182e+00;-3,54269391e-04;1,40174173e+04;
;1,27058693e+00;4,95822876e+00;-3,53719143e-04;1,40174173e+04;
;1,27258693e+00;4,94973274e+00;-3,53113038e-04;1,40174173e+04;
;1,27458693e+00;4,94045511e+00;-3,52451173e-04;1,40174173e+04;
;1,27658693e+00;4,93039731e+00;-3,51733652e-04;1,40174173e+04;
;1,27858693e+00;4,91956096e+00;-3,50960588e-04;1,40174173e+04;
;1,28058693e+00;4,90794774e+00;-3,50132104e-04;1,40174173e+04;
;1,28258693e+00;4,89555950e+00;-3,49248329e-04;1,40174173e+04;
;1,28458693e+00;4,88239820e+00;-3,48309404e-04;1,40174173e+04;
